runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,fix_cross.started,fix_cross.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
stimuli/orders/stimOrder1.xlsx,6,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,1080.8922365996987,None,1098.892423299607,None,1098.892423299607,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder1.xlsx,6,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,1148.892722199671,None,1166.8261281996965,None,1166.8261281996965,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder1.xlsx,5,0,0,0,0,0,32,32,32,,,,,,,,,,,,,,,,,,,1216.276553799864,1216.276553799864,1234.2434292999096,None,1234.2434292999096,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder1.xlsx,6,0,0,0,0,0,34,34,34,,,,,,,,,,,,,,,,,,,1250.243461499922,None,1267.693650199566,None,1267.693650199566,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder1.xlsx,5,0,0,0,0,0,36,36,36,,,,,,,,,,,,,,,,,,,1283.6936961999163,None,1301.5939013999887,None,1301.5939013999887,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder1.xlsx,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1317.5938353999518,None,,,,,-12.345679012345684,1340.7166649298742,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder1.xlsx,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013521470129489899,None,36.25514403292181,1344.0521864299662,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder1.xlsx,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011342269834131002,None,60.781893004115226,1348.9015516298823,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,5,0,1,1,7,0,1,1,1,,,,,,,1363.3110749996267,1363.3110749996267,None,space,304.3895217999816,1363.3110749996267,None,,,,,,1774.7973093995824,None,1792.3141410998069,None,1792.3141410998069,None,,,,,,,,,,,0.01203517010435462,None,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,6,0,1,1,7,0,5,5,5,,,,,,,,,,,,,,,,,,,1841.8311109999195,None,1860.3979549999349,None,1860.3979549999349,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,5,0,1,1,7,0,7,7,7,,,,,,,,,,,,,,,,,,,1876.3980353996158,None,1894.5815842999145,None,1894.5815842999145,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,6,0,1,1,7,0,9,9,9,,,,,,,,,,,,,,,,,,,1910.5816253996454,None,1928.7484516999684,None,1928.7484516999684,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,5,0,1,1,7,0,13,13,13,,,,,,,,,,,,,,,,,,,1978.848767099902,None,1994.8489082995802,None,1994.8489082995802,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,6,0,1,1,7,0,14,14,14,,,,,,,,,,,,,,,,,,,,,2012.9991263998672,2012.9991263998672,2012.9991263998672,2012.9991263998672,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,6,0,1,1,7,0,16,16,16,,,,,,,,,,,,,,,,,,,2028.9991481998004,None,2047.0993732996285,None,2047.0993732996285,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,6,0,1,1,7,0,18,18,18,,,,,,,,,,,,,,,,,,,2063.0993588999845,None,2080.732922399882,None,2080.732922399882,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,5,0,1,1,7,0,20,20,20,,,,,,,,,,,,,,,,,,,2096.7329839998856,None,2114.799902800005,None,2114.799902800005,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,5,0,1,1,7,0,22,22,22,,,,,,,,,,,,,,,,,,,2130.7998820999637,None,2148.450115799904,None,2148.450115799904,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,5,0,1,1,7,0,30,30,30,,,,,,,,,,,,,,,,,,,2265.900929499883,None,2284.0176940998062,None,2284.0176940998062,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,6,0,1,1,7,0,32,32,32,,,,,,,,,,,,,,,,,,,2300.0178020996973,None,2318.2514309999533,None,2318.2514309999533,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,6,0,1,1,7,0,34,34,34,,,,,,,,,,,,,,,,,,,2334.25139999995,None,2352.3682627999224,None,2352.3682627999224,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,6,0,1,1,7,0,36,36,36,,,,,,,,,,,,,,,,,,,2368.368297699839,None,2386.0685229999945,None,2386.0685229999945,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,2402.068585800007,None,,,,,15.637860082304528,2422.9745579292066,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013582270592451096,None,16.913580246913583,2427.659809329547,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder15.xlsx,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01165677048265934,None,59.95884773662551,2431.7422786294483,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,5,0,2,2,1,0,1,1,1,,,,,,,2442.302425199654,2442.302425199654,None,space,179.8388097998686,2442.302425199654,None,,,,,,2722.187673599925,None,2739.7544145998545,None,2739.7544145998545,None,,,,,,,,,,,0.012594170402735472,None,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,6,0,2,2,1,0,4,4,4,,,,,,,,,,,,,,,,,,,2771.7546057999134,2771.7546057999134,2789.2214832999744,None,2789.2214832999744,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,5,0,2,2,1,0,12,12,12,,,,,,,,,,,,,,,,,,,2905.5722506996244,2905.5722506996244,2923.0221906998195,None,2923.0221906998195,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,6,0,2,2,1,0,14,14,14,,,,,,,,,,,,,,,,,,,2939.0225090999156,None,2956.4727008999325,None,2956.4727008999325,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,6,0,2,2,1,0,16,16,16,,,,,,,,,,,,,,,,,,,2972.4727576998994,None,2989.9563055997714,None,2989.9563055997714,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,5,0,2,2,1,0,18,18,18,,,,,,,,,,,,,,,,,,,3005.9563174997456,None,3023.40653079981,None,3023.40653079981,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,5,0,2,2,1,0,20,20,20,,,,,,,,,,,,,,,,,,,3039.406561699696,None,3056.8729336997494,None,3056.8729336997494,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,5,0,2,2,1,0,22,22,22,,,,,,,,,,,,,,,,,,,3072.8734836997464,None,3090.407002199907,None,3090.407002199907,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,6,0,2,2,1,0,24,24,24,,,,,,,,,,,,,,,,,,,3106.4070591996424,None,3123.873922899831,None,3123.873922899831,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,6,0,2,2,1,0,32,32,32,,,,,,,,,,,,,,,,,,,3240.2247146000154,3240.2247146000154,3257.708296000026,None,3257.708296000026,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,6,0,2,2,1,0,34,34,34,,,,,,,,,,,,,,,,,,,3273.7082979995757,None,3291.175166799687,None,3291.175166799687,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,5,0,2,2,1,0,36,36,36,,,,,,,,,,,,,,,,,,,3307.175211200025,None,3324.6254240996204,None,3324.6254240996204,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,3340.6254595997743,None,,,,,-11.028806584362144,3361.6147687290795,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013593770563602448,None,28.35390946502058,3369.7161843292415,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder3.xlsx,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012213570531457663,None,64.81481481481481,3373.7169314296916,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,6,0,3,3,2,0,1,1,1,,,,,,,3386.176026699599,3386.176026699599,None,space,172.06137340003625,3386.176026699599,None,,,,,,3673.644592399709,None,3691.24479349982,None,3691.24479349982,None,,,,,,,,,,,0.011534970253705978,None,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,5,0,3,3,2,0,3,3,3,,,,,,,,,,,,,,,,,,,3707.2448138999753,None,3725.2115636998788,None,3725.2115636998788,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,6,0,3,3,2,0,5,5,5,,,,,,,,,,,,,,,,,,,3741.2117325998843,None,3758.678694000002,None,3758.678694000002,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,5,0,3,3,2,0,11,11,11,,,,,,,,,,,,,,,,,,,3841.5791380996816,3841.5791380996816,3859.0459762997925,None,3859.0459762997925,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,6,0,3,3,2,0,13,13,13,,,,,,,,,,,,,,,,,,,3875.0460411999375,None,3892.8964302996174,None,3892.8964302996174,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,6,0,3,3,2,0,15,15,15,,,,,,,,,,,,,,,,,,,3908.896292099729,None,3926.379823499825,None,3926.379823499825,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,5,0,3,3,2,0,20,20,20,,,,,,,,,,,,,,,,,,,3991.8302483996376,3991.8302483996376,4009.297117799986,None,4009.297117799986,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,6,0,3,3,2,0,24,24,24,,,,,,,,,,,,,,,,,,,4058.74739079969,4058.74739079969,4076.7475985996425,None,4076.7475985996425,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,5,0,3,3,2,0,26,26,26,,,,,,,,,,,,,,,,,,,4092.747641599737,None,4110.214399499819,None,4110.214399499819,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,5,0,3,3,2,0,28,28,28,,,,,,,,,,,,,,,,,,,4126.214605099987,None,4143.664799999911,None,4143.664799999911,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,6,0,3,3,2,0,30,30,30,,,,,,,,,,,,,,,,,,,4159.664817499928,None,4177.131661099847,None,4177.131661099847,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,5,0,3,3,2,0,34,34,34,,,,,,,,,,,,,,,,,,,4226.581979800016,None,4244.465326599777,None,4244.465326599777,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
