8.1502 	EXP 	Created Nbackinstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Nbackinstructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.75)
8.2535 	EXP 	Created continueText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='continueText', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.35]), rgb=array([255., 255., 255.]), text='Experimenter press [Space] to continue.', units='height', win=Window(...), wrapWidth=1)
8.2542 	EXP 	Created Feedback = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Feedback', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.35]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
8.2576 	EXP 	Created fixation_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
8.5413 	EXP 	Created grid_lines = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='grid.png', interpolate=True, mask=None, maskParams=None, name='grid_lines', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6, 0.6]), texRes=128, units='height', win=Window(...))
8.5428 	EXP 	Created target_square = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=None, lineColorSpace=None, lineRGB=None, lineWidth=1, name='target_square', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.15, 0.15]), units='height', vertices=ndarray(...), win=Window(...))
8.5451 	EXP 	Created fixation_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
8.5452 	EXP 	window1: mouseVisible = True
8.5532 	EXP 	Created ScoreReportText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ScoreReportText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.75)
8.8113 	EXP 	Created grid_lines_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='grid.png', interpolate=True, mask=None, maskParams=None, name='grid_lines_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6, 0.6]), texRes=128, units='height', win=Window(...))
8.8130 	EXP 	Created target_square_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=None, lineColorSpace=None, lineRGB=None, lineWidth=1, name='target_square_2', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.15, 0.15]), units='height', vertices=ndarray(...), win=Window(...))
8.8161 	EXP 	Created fixation_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
8.8162 	EXP 	window1: mouseVisible = True
8.8163 	EXP 	window1: mouseVisible = False
9.0348 	EXP 	Nbackinstructions: text = 'Welcome to the n-back task \n\n\nPlease read the following instructions \nvery carefully.\n\n\n\n\n\n\n\n\nExperimenter press [Space] to continue.'
12.3467 	DATA 	Mouse: Left button down, pos=(812,440)
12.4605 	DATA 	Mouse:  Left button up, pos=(812,440)
19.5201 	DATA 	Keypress: space
19.5558 	EXP 	Nbackinstructions: text = 'During the task you will be presented a white square in one of nine positions on a grid. \n\n\n\n\n\n\nDepending on the instruction, your task is to indicate whether the \ncurrent position is the same as either:\nthe position on the last trial\nor the position two trials ago\n\n\nExperimenter press [Space] to continue.'
19.5558 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\1.png'
19.7947 	DATA 	Keypress: space
19.8233 	EXP 	Nbackinstructions: text = 'Between each trial, a fixation cross will appear in the middle of the grid. \n\n\n\n\n\n\n\n\nYou do not need to respond during this time. \nSimply wait for the next trial.\n\n\n\nExperimenter press [Space] to continue.'
19.8233 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\2.png'
19.9957 	DATA 	Keypress: space
20.0318 	EXP 	NbackInstructionImg: autoDraw = False
20.0318 	EXP 	Nbackinstructions: text = '\n1-back\n\n\n\n\n\n\n\nDuring 1-back you will have to indicate whether the current position matches the position that was presented in the last trial, by either pressing the "yes" button (left click) or the "no" button (right click).\n\n\nExperimenter press [Space] to show an example.'
20.1806 	DATA 	Keypress: space
20.2094 	EXP 	box1: fillColor = 'white'
20.2094 	EXP 	box1: lineColor = 'white'
20.2094 	EXP 	box1: color = 'white'
20.2094 	EXP 	box2: fillColor = 'white'
20.2094 	EXP 	box2: lineColor = 'white'
20.2094 	EXP 	box2: color = 'white'
20.2094 	EXP 	box1Text: autoDraw = True
20.2094 	EXP 	box1: autoDraw = True
20.2094 	EXP 	box2Text: autoDraw = True
20.2094 	EXP 	box2: autoDraw = True
20.3567 	DATA 	Keypress: space
20.7266 	DATA 	Mouse: Left button down, pos=(734,395)
20.7558 	EXP 	box1Check: autoDraw = True
20.8399 	DATA 	Mouse:  Left button up, pos=(734,395)
21.0247 	DATA 	Mouse: Right button down, pos=(739,397)
21.0394 	EXP 	box2Check: autoDraw = True
21.0394 	EXP 	continueText: autoDraw = True
21.1286 	DATA 	Mouse:  Right button up, pos=(739,398)
21.3487 	DATA 	Keypress: space
21.3764 	EXP 	window1: mouseVisible = True
21.3780 	EXP 	box1Text: autoDraw = False
21.3780 	EXP 	box2Text: autoDraw = False
21.3780 	EXP 	box1: autoDraw = False
21.3780 	EXP 	box2: autoDraw = False
21.3780 	EXP 	box1Check: autoDraw = False
21.3780 	EXP 	box2Check: autoDraw = False
21.3780 	EXP 	continueText: autoDraw = False
21.3780 	EXP 	Nbackinstructions: text = 'In the below 1-back example you should make a "yes" response (left click) on trial 3, since the position is the same as the position on trial 2, while the other trials require a "no" (right click) response.\n\n\n\n\n\n\n\n\n\n'
21.3780 	EXP 	Nbackinstructions: autoDraw = True
21.3780 	EXP 	ClickPrompt: text = 'Click to continue'
21.3780 	EXP 	NbackInstructionWideImg: autoDraw = True
21.3896 	EXP 	NbackInstructionWideImg: autoDraw = True
21.4063 	EXP 	NbackInstructionWideImg: autoDraw = True
21.4230 	EXP 	NbackInstructionWideImg: autoDraw = True
21.4397 	EXP 	NbackInstructionWideImg: autoDraw = True
21.4563 	EXP 	NbackInstructionWideImg: autoDraw = True
21.4730 	EXP 	NbackInstructionWideImg: autoDraw = True
21.4897 	EXP 	NbackInstructionWideImg: autoDraw = True
21.5063 	EXP 	NbackInstructionWideImg: autoDraw = True
21.5230 	EXP 	NbackInstructionWideImg: autoDraw = True
21.5399 	EXP 	NbackInstructionWideImg: autoDraw = True
21.5564 	EXP 	NbackInstructionWideImg: autoDraw = True
21.5731 	EXP 	NbackInstructionWideImg: autoDraw = True
21.5898 	EXP 	NbackInstructionWideImg: autoDraw = True
21.6066 	EXP 	NbackInstructionWideImg: autoDraw = True
21.6232 	EXP 	NbackInstructionWideImg: autoDraw = True
21.6398 	EXP 	NbackInstructionWideImg: autoDraw = True
21.6565 	EXP 	NbackInstructionWideImg: autoDraw = True
21.6732 	EXP 	NbackInstructionWideImg: autoDraw = True
21.6901 	EXP 	NbackInstructionWideImg: autoDraw = True
21.7066 	EXP 	NbackInstructionWideImg: autoDraw = True
21.7233 	EXP 	NbackInstructionWideImg: autoDraw = True
21.7400 	EXP 	NbackInstructionWideImg: autoDraw = True
21.7566 	EXP 	NbackInstructionWideImg: autoDraw = True
21.7733 	EXP 	NbackInstructionWideImg: autoDraw = True
21.7900 	EXP 	NbackInstructionWideImg: autoDraw = True
21.8069 	EXP 	NbackInstructionWideImg: autoDraw = True
21.8233 	EXP 	NbackInstructionWideImg: autoDraw = True
21.8402 	EXP 	NbackInstructionWideImg: autoDraw = True
21.8570 	EXP 	NbackInstructionWideImg: autoDraw = True
21.8741 	EXP 	NbackInstructionWideImg: autoDraw = True
21.8901 	EXP 	NbackInstructionWideImg: autoDraw = True
21.9068 	EXP 	NbackInstructionWideImg: autoDraw = True
21.9236 	EXP 	NbackInstructionWideImg: autoDraw = True
21.9401 	EXP 	NbackInstructionWideImg: autoDraw = True
21.9567 	EXP 	NbackInstructionWideImg: autoDraw = True
21.9735 	EXP 	NbackInstructionWideImg: autoDraw = True
21.9901 	EXP 	NbackInstructionWideImg: autoDraw = True
22.0068 	EXP 	NbackInstructionWideImg: autoDraw = True
22.0235 	EXP 	NbackInstructionWideImg: autoDraw = True
22.0402 	EXP 	NbackInstructionWideImg: autoDraw = True
22.0569 	EXP 	NbackInstructionWideImg: autoDraw = True
22.0736 	EXP 	NbackInstructionWideImg: autoDraw = True
22.0902 	EXP 	NbackInstructionWideImg: autoDraw = True
22.1070 	EXP 	NbackInstructionWideImg: autoDraw = True
22.1236 	EXP 	NbackInstructionWideImg: autoDraw = True
22.1403 	EXP 	NbackInstructionWideImg: autoDraw = True
22.1569 	EXP 	NbackInstructionWideImg: autoDraw = True
22.1736 	EXP 	NbackInstructionWideImg: autoDraw = True
22.1903 	EXP 	NbackInstructionWideImg: autoDraw = True
22.2070 	EXP 	NbackInstructionWideImg: autoDraw = True
22.2237 	EXP 	NbackInstructionWideImg: autoDraw = True
22.2403 	EXP 	NbackInstructionWideImg: autoDraw = True
22.2570 	EXP 	NbackInstructionWideImg: autoDraw = True
22.2737 	EXP 	NbackInstructionWideImg: autoDraw = True
22.2907 	EXP 	NbackInstructionWideImg: autoDraw = True
22.3071 	EXP 	NbackInstructionWideImg: autoDraw = True
22.3238 	EXP 	NbackInstructionWideImg: autoDraw = True
22.3404 	EXP 	NbackInstructionWideImg: autoDraw = True
22.3572 	EXP 	NbackInstructionWideImg: autoDraw = True
22.3738 	EXP 	NbackInstructionWideImg: autoDraw = True
22.3905 	EXP 	NbackInstructionWideImg: autoDraw = True
22.4072 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\3.png'
22.4072 	EXP 	NbackInstructionWideImg: autoDraw = True
22.4239 	EXP 	NbackInstructionWideImg: autoDraw = True
22.4406 	EXP 	NbackInstructionWideImg: autoDraw = True
22.4572 	EXP 	NbackInstructionWideImg: autoDraw = True
22.4739 	EXP 	NbackInstructionWideImg: autoDraw = True
22.4906 	EXP 	NbackInstructionWideImg: autoDraw = True
22.5073 	EXP 	NbackInstructionWideImg: autoDraw = True
22.5240 	EXP 	NbackInstructionWideImg: autoDraw = True
22.5406 	EXP 	NbackInstructionWideImg: autoDraw = True
22.5573 	EXP 	NbackInstructionWideImg: autoDraw = True
22.5740 	EXP 	NbackInstructionWideImg: autoDraw = True
22.5907 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6073 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6241 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6408 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6574 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6740 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6908 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7074 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7241 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7408 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7575 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7741 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7908 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8076 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8242 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8409 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8576 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8744 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8909 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9076 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9243 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9410 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9577 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9743 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9910 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0077 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0245 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0410 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0578 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0744 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0912 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1078 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1245 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1412 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1578 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1745 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1912 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2079 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2245 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2412 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2579 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2746 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2913 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3080 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3248 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3414 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3581 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3746 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3913 	EXP 	NbackInstructionWideImg: autoDraw = True
23.4370 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\4.png'
23.4370 	EXP 	NbackInstructionWideImg: autoDraw = True
23.4413 	EXP 	NbackInstructionWideImg: autoDraw = True
23.4580 	EXP 	NbackInstructionWideImg: autoDraw = True
23.4748 	EXP 	NbackInstructionWideImg: autoDraw = True
23.4914 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5081 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5248 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5415 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5582 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5749 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5915 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6083 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6249 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6417 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6583 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6750 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6918 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7083 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7249 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7416 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7583 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7751 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7917 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8084 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8251 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8421 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8584 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8751 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8918 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9084 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9252 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9418 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9586 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9752 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9919 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0085 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0252 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0419 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0586 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0753 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0920 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1086 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1254 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1420 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1587 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1753 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1921 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2087 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2256 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2420 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2587 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2754 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2921 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3088 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3255 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3423 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3589 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3758 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3923 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4089 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\5.png'
24.4089 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4256 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4422 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4589 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4756 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4923 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5090 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5258 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5424 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5590 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5757 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5924 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6090 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6258 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6424 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6591 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6758 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6924 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7091 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7258 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7425 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7592 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7758 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7926 	EXP 	NbackInstructionWideImg: autoDraw = True
