18.3074 	EXP 	Created Nbackinstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Nbackinstructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.75)
18.4061 	EXP 	Created continueText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='continueText', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.35]), rgb=array([255., 255., 255.]), text='Experimenter press [Space] to continue.', units='height', win=Window(...), wrapWidth=1)
18.4069 	EXP 	Created Feedback = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Feedback', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.35]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
18.4125 	EXP 	Created fixation_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
18.6683 	EXP 	Created grid_lines = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='grid.png', interpolate=True, mask=None, maskParams=None, name='grid_lines', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6, 0.6]), texRes=128, units='height', win=Window(...))
18.6703 	EXP 	Created target_square = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=None, lineColorSpace=None, lineRGB=None, lineWidth=1, name='target_square', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.15, 0.15]), units='height', vertices=ndarray(...), win=Window(...))
18.6731 	EXP 	Created fixation_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
18.6732 	EXP 	window1: mouseVisible = True
18.9444 	EXP 	Created grid_lines_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='grid.png', interpolate=True, mask=None, maskParams=None, name='grid_lines_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6, 0.6]), texRes=128, units='height', win=Window(...))
18.9459 	EXP 	Created target_square_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=None, lineColorSpace=None, lineRGB=None, lineWidth=1, name='target_square_2', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.15, 0.15]), units='height', vertices=ndarray(...), win=Window(...))
18.9492 	EXP 	Created fixation_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
18.9494 	EXP 	window1: mouseVisible = True
18.9579 	EXP 	Created ScoreReportText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ScoreReportText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.75)
18.9700 	EXP 	Created BodySiteInstructionText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='BodySiteInstructionText', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.6)
18.9719 	EXP 	Created BodySiteImg = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='BodySiteImg', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.4, 0.4]), texRes=512, units='height', win=Window(...))
18.9720 	EXP 	window1: mouseVisible = True
18.9736 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0, fillColor='red', fillColorSpace='named', fillRGB=array([255.,   0.,   0.]), interpolate=True, lineColor='black', lineColorSpace='named', lineRGB=array([0., 0., 0.]), lineWidth=1.5, name='unnamed Rect', opacity=1.0, ori=array(0.), pos=array([-0.375, -0.1  ]), size=array([0.75, 0.4 ]), units='height', vertices=ndarray(...), win=Window(...))
18.9751 	EXP 	Created unnamed ShapeStim = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor='black', fillColorSpace='named', interpolate=True, lineColor='black', lineColorSpace='named', lineWidth=1.5, name='unnamed ShapeStim', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
18.9843 	EXP 	Created intensityAnchors = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='intensityAnchors', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.09]), size=array([1.5, 0.4]), texRes=512, units='height', win=Window(...))
18.9931 	EXP 	Created IntensityPrompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='IntensityPrompt', opacity=1.0, ori=0, pos=array([0. , 0.3]), rgb=array([255., 255., 255.]), text='How intense was that overall?', units='height', win=Window(...), wrapWidth=1)
18.9932 	EXP 	window1: mouseVisible = False
19.1560 	EXP 	Nbackinstructions: text = 'Welcome to the n-back task \n\n\nPlease read the following instructions \nvery carefully.\n\n\n\n\n\n\n\n\nExperimenter press [Space] to continue.'
350.9944 	DATA 	Mouse: Left button down, pos=(816,309)
351.1224 	DATA 	Mouse:  Left button up, pos=(816,309)
351.6806 	DATA 	Keypress: space
351.7258 	EXP 	Nbackinstructions: text = 'During the task you will be presented a white square in one of nine positions on a grid. \n\n\n\n\n\n\nDepending on the instruction, your task is to indicate whether the \ncurrent position is the same as either:\nthe position on the last trial\nor the position two trials ago\n\n\nExperimenter press [Space] to continue.'
351.7258 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\1.png'
352.4514 	DATA 	Keypress: space
352.4794 	EXP 	Nbackinstructions: text = 'Between each trial, a fixation cross will appear in the middle of the grid. \n\n\n\n\n\n\n\n\nYou do not need to respond during this time. \nSimply wait for the next trial.\n\n\n\nExperimenter press [Space] to continue.'
352.4794 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\2.png'
353.4327 	DATA 	Mouse: Left button down, pos=(816,315)
353.5477 	DATA 	Mouse:  Left button up, pos=(814,315)
353.6450 	DATA 	Keypress: space
353.6844 	EXP 	NbackInstructionImg: autoDraw = False
353.6844 	EXP 	Nbackinstructions: text = '\n1-back\n\n\n\n\n\n\n\nDuring 1-back you will have to indicate whether the current position matches the position that was presented in the last trial, by either pressing the "yes" button (left click) or the "no" button (right click).\n\n\nExperimenter press [Space] to show an example.'
354.1853 	DATA 	Keypress: space
354.2158 	EXP 	box1: fillColor = 'white'
354.2158 	EXP 	box1: lineColor = 'white'
354.2158 	EXP 	box1: color = 'white'
354.2158 	EXP 	box2: fillColor = 'white'
354.2158 	EXP 	box2: lineColor = 'white'
354.2158 	EXP 	box2: color = 'white'
354.2158 	EXP 	box1Text: autoDraw = True
354.2158 	EXP 	box1: autoDraw = True
354.2158 	EXP 	box2Text: autoDraw = True
354.2158 	EXP 	box2: autoDraw = True
354.7955 	DATA 	Mouse: Left button down, pos=(789,326)
354.8096 	EXP 	box1Check: autoDraw = True
354.8940 	DATA 	Mouse:  Left button up, pos=(763,321)
355.0773 	DATA 	Mouse: Right button down, pos=(762,323)
355.0929 	EXP 	box2Check: autoDraw = True
355.0929 	EXP 	continueText: autoDraw = True
355.1848 	DATA 	Mouse:  Right button up, pos=(761,323)
355.3334 	DATA 	Keypress: space
355.3767 	EXP 	window1: mouseVisible = False
355.3792 	EXP 	box1Text: autoDraw = False
355.3792 	EXP 	box2Text: autoDraw = False
355.3792 	EXP 	box1: autoDraw = False
355.3792 	EXP 	box2: autoDraw = False
355.3792 	EXP 	box1Check: autoDraw = False
355.3792 	EXP 	box2Check: autoDraw = False
355.3792 	EXP 	continueText: autoDraw = False
355.3792 	EXP 	Nbackinstructions: text = 'In the below 1-back example you should not respond to the first trial (as there is no trial before it), make a "no" response (right click) on trial 2, since the positions on trials 1 and 2 do not match, and make a "yes" response on trial 3, since the position is the same as the position on trial 2.\n\n\n\n\n\n\n\n\n\n'
355.3792 	EXP 	Nbackinstructions: autoDraw = True
355.3792 	EXP 	ClickPrompt: text = 'Click to continue'
355.3792 	EXP 	NbackInstructionWideImg: autoDraw = True
355.3930 	EXP 	NbackInstructionWideImg: autoDraw = True
355.4097 	EXP 	NbackInstructionWideImg: autoDraw = True
355.4265 	EXP 	NbackInstructionWideImg: autoDraw = True
355.4432 	EXP 	NbackInstructionWideImg: autoDraw = True
355.4598 	EXP 	NbackInstructionWideImg: autoDraw = True
355.4764 	EXP 	NbackInstructionWideImg: autoDraw = True
355.4932 	EXP 	NbackInstructionWideImg: autoDraw = True
355.5098 	EXP 	NbackInstructionWideImg: autoDraw = True
355.5266 	EXP 	NbackInstructionWideImg: autoDraw = True
355.5431 	EXP 	NbackInstructionWideImg: autoDraw = True
355.5598 	EXP 	NbackInstructionWideImg: autoDraw = True
355.5766 	EXP 	NbackInstructionWideImg: autoDraw = True
355.5932 	EXP 	NbackInstructionWideImg: autoDraw = True
355.6099 	EXP 	NbackInstructionWideImg: autoDraw = True
355.6266 	EXP 	NbackInstructionWideImg: autoDraw = True
355.6432 	EXP 	NbackInstructionWideImg: autoDraw = True
355.6599 	EXP 	NbackInstructionWideImg: autoDraw = True
355.6766 	EXP 	NbackInstructionWideImg: autoDraw = True
355.6933 	EXP 	NbackInstructionWideImg: autoDraw = True
355.7099 	EXP 	NbackInstructionWideImg: autoDraw = True
355.7266 	EXP 	NbackInstructionWideImg: autoDraw = True
355.7432 	EXP 	NbackInstructionWideImg: autoDraw = True
355.7600 	EXP 	NbackInstructionWideImg: autoDraw = True
355.7766 	EXP 	NbackInstructionWideImg: autoDraw = True
355.7933 	EXP 	NbackInstructionWideImg: autoDraw = True
355.8100 	EXP 	NbackInstructionWideImg: autoDraw = True
355.8266 	EXP 	NbackInstructionWideImg: autoDraw = True
355.8434 	EXP 	NbackInstructionWideImg: autoDraw = True
355.8600 	EXP 	NbackInstructionWideImg: autoDraw = True
355.8767 	EXP 	NbackInstructionWideImg: autoDraw = True
355.8934 	EXP 	NbackInstructionWideImg: autoDraw = True
355.9100 	EXP 	NbackInstructionWideImg: autoDraw = True
355.9267 	EXP 	NbackInstructionWideImg: autoDraw = True
355.9433 	EXP 	NbackInstructionWideImg: autoDraw = True
355.9601 	EXP 	NbackInstructionWideImg: autoDraw = True
355.9768 	EXP 	NbackInstructionWideImg: autoDraw = True
355.9934 	EXP 	NbackInstructionWideImg: autoDraw = True
356.0100 	EXP 	NbackInstructionWideImg: autoDraw = True
356.0269 	EXP 	NbackInstructionWideImg: autoDraw = True
356.0434 	EXP 	NbackInstructionWideImg: autoDraw = True
356.0601 	EXP 	NbackInstructionWideImg: autoDraw = True
356.0769 	EXP 	NbackInstructionWideImg: autoDraw = True
356.0935 	EXP 	NbackInstructionWideImg: autoDraw = True
356.1101 	EXP 	NbackInstructionWideImg: autoDraw = True
356.1267 	EXP 	NbackInstructionWideImg: autoDraw = True
356.1435 	EXP 	NbackInstructionWideImg: autoDraw = True
356.1601 	EXP 	NbackInstructionWideImg: autoDraw = True
356.1769 	EXP 	NbackInstructionWideImg: autoDraw = True
356.1938 	EXP 	NbackInstructionWideImg: autoDraw = True
356.2102 	EXP 	NbackInstructionWideImg: autoDraw = True
356.2269 	EXP 	NbackInstructionWideImg: autoDraw = True
356.2435 	EXP 	NbackInstructionWideImg: autoDraw = True
356.2603 	EXP 	NbackInstructionWideImg: autoDraw = True
356.2769 	EXP 	NbackInstructionWideImg: autoDraw = True
356.2937 	EXP 	NbackInstructionWideImg: autoDraw = True
356.3102 	EXP 	NbackInstructionWideImg: autoDraw = True
356.3270 	EXP 	NbackInstructionWideImg: autoDraw = True
356.3437 	EXP 	NbackInstructionWideImg: autoDraw = True
356.3602 	EXP 	NbackInstructionWideImg: autoDraw = True
356.3769 	EXP 	NbackInstructionWideImg: autoDraw = True
356.3935 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\7.png'
356.3935 	EXP 	NbackInstructionWideImg: autoDraw = True
356.4102 	EXP 	NbackInstructionWideImg: autoDraw = True
356.4270 	EXP 	NbackInstructionWideImg: autoDraw = True
356.4436 	EXP 	NbackInstructionWideImg: autoDraw = True
356.4604 	EXP 	NbackInstructionWideImg: autoDraw = True
356.4770 	EXP 	NbackInstructionWideImg: autoDraw = True
356.4938 	EXP 	NbackInstructionWideImg: autoDraw = True
356.5104 	EXP 	NbackInstructionWideImg: autoDraw = True
356.5270 	EXP 	NbackInstructionWideImg: autoDraw = True
356.5436 	EXP 	NbackInstructionWideImg: autoDraw = True
356.5605 	EXP 	NbackInstructionWideImg: autoDraw = True
356.5770 	EXP 	NbackInstructionWideImg: autoDraw = True
356.5937 	EXP 	NbackInstructionWideImg: autoDraw = True
356.6103 	EXP 	NbackInstructionWideImg: autoDraw = True
356.6271 	EXP 	NbackInstructionWideImg: autoDraw = True
356.6438 	EXP 	NbackInstructionWideImg: autoDraw = True
356.6604 	EXP 	NbackInstructionWideImg: autoDraw = True
356.6771 	EXP 	NbackInstructionWideImg: autoDraw = True
356.6938 	EXP 	NbackInstructionWideImg: autoDraw = True
356.7104 	EXP 	NbackInstructionWideImg: autoDraw = True
356.7271 	EXP 	NbackInstructionWideImg: autoDraw = True
356.7437 	EXP 	NbackInstructionWideImg: autoDraw = True
356.7605 	EXP 	NbackInstructionWideImg: autoDraw = True
356.7771 	EXP 	NbackInstructionWideImg: autoDraw = True
356.7939 	EXP 	NbackInstructionWideImg: autoDraw = True
356.8104 	EXP 	NbackInstructionWideImg: autoDraw = True
356.8273 	EXP 	NbackInstructionWideImg: autoDraw = True
356.8438 	EXP 	NbackInstructionWideImg: autoDraw = True
356.8605 	EXP 	NbackInstructionWideImg: autoDraw = True
356.8772 	EXP 	NbackInstructionWideImg: autoDraw = True
356.8938 	EXP 	NbackInstructionWideImg: autoDraw = True
356.9105 	EXP 	NbackInstructionWideImg: autoDraw = True
356.9272 	EXP 	NbackInstructionWideImg: autoDraw = True
356.9440 	EXP 	NbackInstructionWideImg: autoDraw = True
356.9605 	EXP 	NbackInstructionWideImg: autoDraw = True
356.9773 	EXP 	NbackInstructionWideImg: autoDraw = True
356.9938 	EXP 	NbackInstructionWideImg: autoDraw = True
357.0106 	EXP 	NbackInstructionWideImg: autoDraw = True
357.0272 	EXP 	NbackInstructionWideImg: autoDraw = True
357.0439 	EXP 	NbackInstructionWideImg: autoDraw = True
357.0606 	EXP 	NbackInstructionWideImg: autoDraw = True
357.0773 	EXP 	NbackInstructionWideImg: autoDraw = True
357.0942 	EXP 	NbackInstructionWideImg: autoDraw = True
357.1106 	EXP 	NbackInstructionWideImg: autoDraw = True
357.1272 	EXP 	NbackInstructionWideImg: autoDraw = True
357.1440 	EXP 	NbackInstructionWideImg: autoDraw = True
357.1606 	EXP 	NbackInstructionWideImg: autoDraw = True
357.1774 	EXP 	NbackInstructionWideImg: autoDraw = True
357.1939 	EXP 	NbackInstructionWideImg: autoDraw = True
357.2108 	EXP 	NbackInstructionWideImg: autoDraw = True
357.2273 	EXP 	NbackInstructionWideImg: autoDraw = True
357.2440 	EXP 	NbackInstructionWideImg: autoDraw = True
357.2607 	EXP 	NbackInstructionWideImg: autoDraw = True
357.2773 	EXP 	NbackInstructionWideImg: autoDraw = True
357.2941 	EXP 	NbackInstructionWideImg: autoDraw = True
357.3108 	EXP 	NbackInstructionWideImg: autoDraw = True
357.3274 	EXP 	NbackInstructionWideImg: autoDraw = True
357.3440 	EXP 	NbackInstructionWideImg: autoDraw = True
357.3607 	EXP 	NbackInstructionWideImg: autoDraw = True
357.3775 	EXP 	NbackInstructionWideImg: autoDraw = True
357.3940 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\8.png'
357.3940 	EXP 	NbackInstructionWideImg: autoDraw = True
357.4108 	EXP 	NbackInstructionWideImg: autoDraw = True
357.4276 	EXP 	NbackInstructionWideImg: autoDraw = True
357.4441 	EXP 	NbackInstructionWideImg: autoDraw = True
357.4607 	EXP 	NbackInstructionWideImg: autoDraw = True
357.4776 	EXP 	NbackInstructionWideImg: autoDraw = True
357.4941 	EXP 	NbackInstructionWideImg: autoDraw = True
357.5108 	EXP 	NbackInstructionWideImg: autoDraw = True
357.5275 	EXP 	NbackInstructionWideImg: autoDraw = True
357.5442 	EXP 	NbackInstructionWideImg: autoDraw = True
357.5609 	EXP 	NbackInstructionWideImg: autoDraw = True
357.5776 	EXP 	NbackInstructionWideImg: autoDraw = True
357.5942 	EXP 	NbackInstructionWideImg: autoDraw = True
357.6108 	EXP 	NbackInstructionWideImg: autoDraw = True
357.6276 	EXP 	NbackInstructionWideImg: autoDraw = True
357.6442 	EXP 	NbackInstructionWideImg: autoDraw = True
357.6609 	EXP 	NbackInstructionWideImg: autoDraw = True
357.6776 	EXP 	NbackInstructionWideImg: autoDraw = True
357.6943 	EXP 	NbackInstructionWideImg: autoDraw = True
357.7109 	EXP 	NbackInstructionWideImg: autoDraw = True
357.7277 	EXP 	NbackInstructionWideImg: autoDraw = True
357.7443 	EXP 	NbackInstructionWideImg: autoDraw = True
357.7609 	EXP 	NbackInstructionWideImg: autoDraw = True
357.7777 	EXP 	NbackInstructionWideImg: autoDraw = True
357.7943 	EXP 	NbackInstructionWideImg: autoDraw = True
357.8109 	EXP 	NbackInstructionWideImg: autoDraw = True
357.8277 	EXP 	NbackInstructionWideImg: autoDraw = True
357.8445 	EXP 	NbackInstructionWideImg: autoDraw = True
357.8610 	EXP 	NbackInstructionWideImg: autoDraw = True
357.8777 	EXP 	NbackInstructionWideImg: autoDraw = True
357.8943 	EXP 	NbackInstructionWideImg: autoDraw = True
357.9111 	EXP 	NbackInstructionWideImg: autoDraw = True
357.9278 	EXP 	NbackInstructionWideImg: autoDraw = True
357.9443 	EXP 	NbackInstructionWideImg: autoDraw = True
357.9611 	EXP 	NbackInstructionWideImg: autoDraw = True
