8.3733 	EXP 	Created Nbackinstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Nbackinstructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.75)
8.5076 	EXP 	Created continueText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='continueText', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.35]), rgb=array([255., 255., 255.]), text='Experimenter press [Space] to continue.', units='height', win=Window(...), wrapWidth=1)
8.5085 	EXP 	Created Feedback = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Feedback', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.35]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
8.5127 	EXP 	Created fixation_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
8.8499 	EXP 	Created grid_lines = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='grid.png', interpolate=True, mask=None, maskParams=None, name='grid_lines', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6, 0.6]), texRes=128, units='height', win=Window(...))
8.8546 	EXP 	Created target_square = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=None, lineColorSpace=None, lineRGB=None, lineWidth=1, name='target_square', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.15, 0.15]), units='height', vertices=ndarray(...), win=Window(...))
8.8626 	EXP 	Created fixation_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
8.8630 	EXP 	window1: mouseVisible = True
9.1851 	EXP 	Created grid_lines_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='grid.png', interpolate=True, mask=None, maskParams=None, name='grid_lines_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6, 0.6]), texRes=128, units='height', win=Window(...))
9.1867 	EXP 	Created target_square_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=None, lineColorSpace=None, lineRGB=None, lineWidth=1, name='target_square_2', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.15, 0.15]), units='height', vertices=ndarray(...), win=Window(...))
9.1890 	EXP 	Created fixation_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
9.1892 	EXP 	window1: mouseVisible = True
9.1982 	EXP 	Created ScoreReportText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ScoreReportText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.75)
9.2085 	EXP 	Created BodySiteInstructionText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='BodySiteInstructionText', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.6)
9.2101 	EXP 	Created BodySiteImg = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='BodySiteImg', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.4, 0.4]), texRes=512, units='height', win=Window(...))
9.2102 	EXP 	window1: mouseVisible = True
9.2115 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0, fillColor='red', fillColorSpace='named', fillRGB=array([255.,   0.,   0.]), interpolate=True, lineColor='black', lineColorSpace='named', lineRGB=array([0., 0., 0.]), lineWidth=1.5, name='unnamed Rect', opacity=1.0, ori=array(0.), pos=array([-0.375, -0.1  ]), size=array([0.75, 0.4 ]), units='height', vertices=ndarray(...), win=Window(...))
9.2128 	EXP 	Created unnamed ShapeStim = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor='black', fillColorSpace='named', interpolate=True, lineColor='black', lineColorSpace='named', lineWidth=1.5, name='unnamed ShapeStim', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.2212 	EXP 	Created intensityAnchors = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='intensityAnchors', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.09]), size=array([1.5, 0.4]), texRes=512, units='height', win=Window(...))
9.2280 	EXP 	Created IntensityPrompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='IntensityPrompt', opacity=1.0, ori=0, pos=array([0. , 0.3]), rgb=array([255., 255., 255.]), text='How intense was that overall?', units='height', win=Window(...), wrapWidth=1)
9.2281 	EXP 	window1: mouseVisible = False
9.4530 	EXP 	Nbackinstructions: text = 'Welcome to the n-back task \n\n\nPlease read the following instructions \nvery carefully.\n\n\n\n\n\n\n\n\nExperimenter press [Space] to continue.'
13.6684 	DATA 	Mouse: Left button down, pos=(853,320)
13.7686 	DATA 	Mouse:  Left button up, pos=(851,320)
14.0062 	DATA 	Keypress: space
14.0703 	EXP 	Nbackinstructions: text = 'During the task you will be presented a white square in one of nine positions on a grid. \n\n\n\n\n\n\nDepending on the instruction, your task is to indicate whether the \ncurrent position is the same as either:\nthe position on the last trial\nor the position two trials ago\n\n\nExperimenter press [Space] to continue.'
14.0703 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\1.png'
15.6149 	DATA 	Keypress: space
15.6582 	EXP 	Nbackinstructions: text = 'Between each trial, a fixation cross will appear in the middle of the grid. \n\n\n\n\n\n\n\n\nYou do not need to respond during this time. \nSimply wait for the next trial.\n\n\n\nExperimenter press [Space] to continue.'
15.6582 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\2.png'
18.0308 	DATA 	Keypress: space
18.0907 	EXP 	NbackInstructionImg: autoDraw = False
18.0907 	EXP 	Nbackinstructions: text = '\n1-back\n\n\n\n\n\n\n\nDuring 1-back you will have to indicate whether the current position matches the position that was presented in the last trial, by either pressing the "yes" button (left click) or the "no" button (right click).\n\n\nExperimenter press [Space] to show an example.'
20.9327 	DATA 	Keypress: space
20.9609 	EXP 	box1: fillColor = 'white'
20.9609 	EXP 	box1: lineColor = 'white'
20.9609 	EXP 	box1: color = 'white'
20.9609 	EXP 	box2: fillColor = 'white'
20.9609 	EXP 	box2: lineColor = 'white'
20.9609 	EXP 	box2: color = 'white'
20.9609 	EXP 	box1Text: autoDraw = True
20.9609 	EXP 	box1: autoDraw = True
20.9609 	EXP 	box2Text: autoDraw = True
20.9609 	EXP 	box2: autoDraw = True
21.6754 	DATA 	Mouse: Left button down, pos=(814,297)
21.6910 	EXP 	box1Check: autoDraw = True
21.7920 	DATA 	Mouse:  Left button up, pos=(815,296)
22.0428 	DATA 	Mouse: Right button down, pos=(816,295)
22.0580 	EXP 	box2Check: autoDraw = True
22.0580 	EXP 	continueText: autoDraw = True
22.1575 	DATA 	Mouse:  Right button up, pos=(816,294)
22.5422 	DATA 	Keypress: space
22.5767 	EXP 	window1: mouseVisible = True
22.5784 	EXP 	box1Text: autoDraw = False
22.5784 	EXP 	box2Text: autoDraw = False
22.5784 	EXP 	box1: autoDraw = False
22.5784 	EXP 	box2: autoDraw = False
22.5784 	EXP 	box1Check: autoDraw = False
22.5784 	EXP 	box2Check: autoDraw = False
22.5784 	EXP 	continueText: autoDraw = False
22.5784 	EXP 	Nbackinstructions: text = 'In the below 1-back example you should not respond to the first trial (as there is no trial before it), make a "no" response (right click) on trial 2, since the positions on trials 1 and 2 do not match, and make a "yes" response on trial 3, since the position is the same as the position on trial 2.\n\n\n\n\n\n\n\n\n\n'
22.5784 	EXP 	Nbackinstructions: autoDraw = True
22.5784 	EXP 	ClickPrompt: text = 'Click to continue'
22.5784 	EXP 	NbackInstructionWideImg: autoDraw = True
22.5916 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6083 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6250 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6416 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6583 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6749 	EXP 	NbackInstructionWideImg: autoDraw = True
22.6917 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7083 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7250 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7417 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7582 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7750 	EXP 	NbackInstructionWideImg: autoDraw = True
22.7917 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8084 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8250 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8419 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8585 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8750 	EXP 	NbackInstructionWideImg: autoDraw = True
22.8917 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9083 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9251 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9419 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9584 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9751 	EXP 	NbackInstructionWideImg: autoDraw = True
22.9918 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0085 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0251 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0419 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0585 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0751 	EXP 	NbackInstructionWideImg: autoDraw = True
23.0919 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1085 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1251 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1419 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1585 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1752 	EXP 	NbackInstructionWideImg: autoDraw = True
23.1919 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2086 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2253 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2419 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2585 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2752 	EXP 	NbackInstructionWideImg: autoDraw = True
23.2920 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3087 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3254 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3421 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3586 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3752 	EXP 	NbackInstructionWideImg: autoDraw = True
23.3920 	EXP 	NbackInstructionWideImg: autoDraw = True
23.4086 	EXP 	NbackInstructionWideImg: autoDraw = True
23.4253 	EXP 	NbackInstructionWideImg: autoDraw = True
23.4422 	EXP 	NbackInstructionWideImg: autoDraw = True
23.4587 	EXP 	NbackInstructionWideImg: autoDraw = True
23.4753 	EXP 	NbackInstructionWideImg: autoDraw = True
23.4922 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5087 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5254 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5421 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5590 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5756 	EXP 	NbackInstructionWideImg: autoDraw = True
23.5922 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6088 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\3.png'
23.6088 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6254 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6421 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6588 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6754 	EXP 	NbackInstructionWideImg: autoDraw = True
23.6921 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7088 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7256 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7422 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7588 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7755 	EXP 	NbackInstructionWideImg: autoDraw = True
23.7923 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8089 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8256 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8423 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8589 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8755 	EXP 	NbackInstructionWideImg: autoDraw = True
23.8923 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9089 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9256 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9422 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9589 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9756 	EXP 	NbackInstructionWideImg: autoDraw = True
23.9922 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0089 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0256 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0423 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0591 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0756 	EXP 	NbackInstructionWideImg: autoDraw = True
24.0923 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1090 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1256 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1423 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1590 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1757 	EXP 	NbackInstructionWideImg: autoDraw = True
24.1924 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2090 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2257 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2423 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2590 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2758 	EXP 	NbackInstructionWideImg: autoDraw = True
24.2924 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3093 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3259 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3425 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3592 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3759 	EXP 	NbackInstructionWideImg: autoDraw = True
24.3925 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4092 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4259 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4425 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4592 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4760 	EXP 	NbackInstructionWideImg: autoDraw = True
24.4926 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5092 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5258 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5425 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5594 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5759 	EXP 	NbackInstructionWideImg: autoDraw = True
24.5926 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6092 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\4.png'
24.6092 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6259 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6426 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6593 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6759 	EXP 	NbackInstructionWideImg: autoDraw = True
24.6929 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7096 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7261 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7428 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7595 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7761 	EXP 	NbackInstructionWideImg: autoDraw = True
24.7984 	EXP 	NbackInstructionWideImg: autoDraw = True
24.8105 	EXP 	NbackInstructionWideImg: autoDraw = True
24.8262 	EXP 	NbackInstructionWideImg: autoDraw = True
24.8431 	EXP 	NbackInstructionWideImg: autoDraw = True
24.8595 	EXP 	NbackInstructionWideImg: autoDraw = True
24.8844 	EXP 	NbackInstructionWideImg: autoDraw = True
24.9061 	EXP 	NbackInstructionWideImg: autoDraw = True
24.9203 	EXP 	NbackInstructionWideImg: autoDraw = True
24.9262 	EXP 	NbackInstructionWideImg: autoDraw = True
24.9429 	EXP 	NbackInstructionWideImg: autoDraw = True
24.9596 	EXP 	NbackInstructionWideImg: autoDraw = True
24.9763 	EXP 	NbackInstructionWideImg: autoDraw = True
24.9928 	EXP 	NbackInstructionWideImg: autoDraw = True
25.0095 	EXP 	NbackInstructionWideImg: autoDraw = True
25.0262 	EXP 	NbackInstructionWideImg: autoDraw = True
25.0428 	EXP 	NbackInstructionWideImg: autoDraw = True
25.0595 	EXP 	NbackInstructionWideImg: autoDraw = True
25.0762 	EXP 	NbackInstructionWideImg: autoDraw = True
25.0928 	EXP 	NbackInstructionWideImg: autoDraw = True
25.1095 	EXP 	NbackInstructionWideImg: autoDraw = True
25.1261 	EXP 	NbackInstructionWideImg: autoDraw = True
25.1428 	EXP 	NbackInstructionWideImg: autoDraw = True
25.1595 	EXP 	NbackInstructionWideImg: autoDraw = True
25.1762 	EXP 	NbackInstructionWideImg: autoDraw = True
25.1929 	EXP 	NbackInstructionWideImg: autoDraw = True
