square,location,corrAns,runSeq,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.rt_left,response.rt_right,response_2.rt_left,response_2.rt_right,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
1,"[-0.2, 0.2]",0,,0,0,0,0,0,10,10,10,,,,,,,,,,,60.651488800067455,None,60.651488800067455,61.65148280002177,61.63480550004169,62.634814199991524,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,60.651488800067455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
2,"[0, 0.2]",0,,0,0,0,0,0,11,11,11,,,,,,,,,,,62.651493799872696,None,62.651493799872696,63.65148309990764,63.63482919987291,64.63482949975878,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,62.651493799872696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",0,,0,0,0,0,0,12,12,12,,,,,,,,,,,64.65150079969317,None,64.65150079969317,65.65152509976178,65.63483799993992,66.63485289970413,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,64.65150079969317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",1,,0,0,0,0,0,13,13,13,,,,,,,,,,,66.65151409991086,None,66.65151409991086,67.65152159985155,67.63485709996894,68.6348493997939,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,66.65151409991086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
8,"[0, -0.2]",0,,0,0,0,0,0,14,14,14,,,,,,,,,,,68.65153719997033,None,68.65153719997033,69.65152629977092,69.63484439998865,70.63487139996141,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,68.65153719997033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
5,"[0, 0]",0,,0,0,0,0,0,15,15,15,,,,,,,,,,,70.65153259970248,None,70.65153259970248,71.65154819982126,71.63490219973028,72.63487959979102,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,70.65153259970248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
5,"[0, 0]",1,,0,0,0,0,0,16,16,16,,,,,,,,,,,72.65155329974368,None,72.65155329974368,73.65156679973006,73.63488749973476,74.63490739976987,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,72.65155329974368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",0,,0,0,0,0,0,17,17,17,,,,,,,,,,,74.65156870009378,None,74.65156870009378,75.65157289989293,75.6349078998901,76.63491509994492,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,74.65156870009378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
3,"[0.2, 0.2]",0,,0,0,0,0,0,18,18,18,,,,,,,,,,,76.65159879997373,None,76.65159879997373,77.65160589991137,77.6349212997593,78.63493159972131,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,76.65159879997373,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",0,,0,0,0,0,0,19,19,19,,,,,,,,,,,78.65157460002229,None,78.65157460002229,79.65159709984437,79.63493539998308,80.6349470000714,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,78.65157460002229,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",0,,0,0,0,0,0,20,20,20,,,,,,,,,,,80.65160720003769,None,80.65160720003769,81.65161349996924,81.6349478000775,82.63495749980211,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,80.65160720003769,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",1,,0,0,0,0,0,21,21,21,,,,,,,,,,,82.65160309989005,None,82.65160309989005,83.65162759972736,83.63498830003664,84.63497189991176,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,82.65160309989005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",1,,0,0,0,0,0,22,22,22,,,,,,,,,,,84.65163009986281,None,84.65163009986281,85.6516412999481,85.63497969973832,86.63498139986768,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,84.65163009986281,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
3,"[0.2, 0.2]",0,,0,0,0,0,0,23,23,23,,,,,,,,,,,86.65165170002729,None,86.65165170002729,87.65165610006079,87.63500580005348,88.63500180002302,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,86.65165170002729,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
2,"[0, 0.2]",0,,0,0,0,0,0,24,24,24,,,,,,,,,,,88.65165549982339,None,88.65165549982339,89.65161099983379,89.63498259987682,90.63501199986786,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,88.65165549982339,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",0,,0,0,0,0,0,25,25,25,,,,,,,,,,,90.65167339984328,None,90.65167339984328,91.65168159967288,91.63502119993791,92.6350213997066,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,90.65167339984328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",0,,0,0,0,0,0,26,26,26,,,,,,,,,,,92.6516946000047,None,92.6516946000047,93.65169110009447,93.63504299987108,94.63504240009934,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,92.6516946000047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",1,,0,0,0,0,0,27,27,27,,,,,,,,,,,94.65171490004286,None,94.65171490004286,95.65171770006418,95.63504849979654,96.63505150005221,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,94.65171490004286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
2,"[0, 0.2]",0,,0,0,0,0,0,28,28,28,,,,,,,,,,,96.65171389980242,None,96.65171389980242,97.65171899972484,97.63506620004773,98.63507359987125,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,96.65171389980242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",0,,0,0,0,0,0,29,29,29,,,,,,,,,,,98.65173809975386,None,98.65173809975386,99.65173539984971,99.63508299971,100.63508579973131,1,-0.18888888888888888,0.026851851851851852,"[0, 0, 0]",0,0,98.65173809975386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.68509970000014,None,space,100.68509970000014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",None,,,,,,,,,,0,0,0,0,,,,,123.20190740004182,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",124.21861239988357,None,124.21861239988357,125.21859359974042,125.20191599987447,126.20193039998412,"[0, 0, 0]",1,124.21861239988357,None,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",None,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",126.2186076999642,128.21859740000218,126.2186076999642,127.2186070997268,127.201940999832,128.20195639971644,"[0, 0, 0]",1,126.2186076999642,128.21859740000218,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",1,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",128.2352781998925,130.2352974996902,128.2352781998925,129.23528209980577,129.21861770004034,130.21861869981512,"[0, 0, 0]",1,128.2352781998925,130.2352974996902,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
2,"[0, 0.2]",0,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",130.25195399997756,132.2519706999883,130.25195399997756,131.25196600006893,131.23529399977997,132.23529700003564,"[0, 0, 0]",1,130.25195399997756,132.2519706999883,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
5,"[0, 0]",0,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",132.26863069972023,134.26865360001102,132.26863069972023,133.2686538998969,133.25197539990768,134.25200020009652,"[0, 0, 0]",1,132.26863069972023,134.26865360001102,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",0,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",134.2853383999318,136.28533330000937,134.2853383999318,135.28532709972933,135.2686664001085,136.2686672997661,"[0, 0, 0]",1,134.2853383999318,136.28533330000937,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",0,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",136.30200839973986,138.30202700011432,136.30200839973986,137.30201439978555,137.28534899977967,138.2853620001115,"[0, 0, 0]",1,136.30200839973986,138.30202700011432,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
