square,location,corrAns,runSeq,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
1,"[-0.2, 0.2]",0,,0,0,0,0,0,10,10,10,,,,,,,,,,,135.0639070002362,None,135.0639070002362,136.06389770004898,136.0472442000173,137.0472441003658,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,135.0639070002362,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
2,"[0, 0.2]",0,,0,0,0,0,0,11,11,11,,,,,,,,,,,137.06392670003697,None,137.06392670003697,138.06393770035356,138.04725780012086,139.0472627002746,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,137.06392670003697,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
4,"[-0.2, 0]",0,,0,0,0,0,0,12,12,12,,,,,,,,,,,139.06392660038546,None,139.06392660038546,140.06394540006295,140.047266300302,141.0472657000646,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,139.06392660038546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
4,"[-0.2, 0]",1,,0,0,0,0,0,13,13,13,,,,,,,,,,,141.0639477004297,None,141.0639477004297,142.06394780008122,142.04729150002822,143.0472738002427,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,141.0639477004297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
8,"[0, -0.2]",0,,0,0,0,0,0,14,14,14,,,,,,,,,,,143.06397120002657,None,143.06397120002657,144.0639270003885,144.04728540033102,145.0473221000284,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,143.06397120002657,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
5,"[0, 0]",0,,0,0,0,0,0,15,15,15,,,,,,,,,,,145.0639805002138,None,145.0639805002138,146.06397870043293,146.0473131001927,147.047307100147,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,145.0639805002138,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
5,"[0, 0]",1,,0,0,0,0,0,16,16,16,,,,,,,,,,,147.06399480020627,None,147.06399480020627,148.06398990005255,148.04733480000868,149.04733350034803,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,147.06399480020627,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,,0,0,0,0,0,17,17,17,,,,,,,,,,,149.0640064002946,None,149.0640064002946,150.0640198001638,150.04734690021724,151.04734020028263,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,149.0640064002946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
3,"[0.2, 0.2]",0,,0,0,0,0,0,18,18,18,,,,,,,,,,,151.06402320042253,None,151.06402320042253,152.06406080024317,152.04735120013356,153.047352200374,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,151.06402320042253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
6,"[0.2, 0]",0,,0,0,0,0,0,19,19,19,,,,,,,,,,,153.0640414999798,None,153.0640414999798,154.06404690025374,154.04736710013822,155.0473775002174,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,153.0640414999798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,,0,0,0,0,0,20,20,20,,,,,,,,,,,155.06403880007565,None,155.06403880007565,156.0640879003331,156.04738850006834,157.04745300021023,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,155.06403880007565,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",1,,0,0,0,0,0,21,21,21,,,,,,,,,,,157.0640576002188,None,157.0640576002188,158.06407289998606,158.04737660009414,159.04741190001369,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,157.0640576002188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",1,,0,0,0,0,0,22,22,22,,,,,,,,,,,159.0640827002935,None,159.0640827002935,160.0640829000622,160.04741770029068,161.04742320021614,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,159.0640827002935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
3,"[0.2, 0.2]",0,,0,0,0,0,0,23,23,23,,,,,,,,,,,161.06408630032092,None,161.06408630032092,162.06408700020984,162.04742330033332,163.04744110023603,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,161.06408630032092,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
2,"[0, 0.2]",0,,0,0,0,0,0,24,24,24,,,,,,,,,,,163.06408980023116,None,163.06408980023116,164.06410320010036,164.04744860017672,165.04747270001099,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,163.06408980023116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,,0,0,0,0,0,25,25,25,,,,,,,,,,,165.06411720020697,None,165.06411720020697,166.06411700043827,166.04744850005955,167.04746460029855,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,165.06411720020697,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
7,"[-0.2, -0.2]",0,,0,0,0,0,0,26,26,26,,,,,,,,,,,167.06413880037144,None,167.06413880037144,168.0641391002573,168.04746680008247,169.04748630011454,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,167.06413880037144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
7,"[-0.2, -0.2]",1,,0,0,0,0,0,27,27,27,,,,,,,,,,,169.064136300236,None,169.064136300236,170.0641598002985,170.04750760039315,171.0474890000187,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,169.064136300236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
2,"[0, 0.2]",0,,0,0,0,0,0,28,28,28,,,,,,,,,,,171.06415740028024,None,171.06415740028024,172.06415870040655,172.04752010013908,173.04750820016488,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,171.06415740028024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
6,"[0.2, 0]",0,,0,0,0,0,0,29,29,29,,,,,,,,,,,173.0641823001206,None,173.0641823001206,174.06417740043253,174.04751519998536,175.04752130014822,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,173.0641823001206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.08086900040507,None,space,175.08086900040507,None,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
6,"[0.2, 0]",None,,0,0,0,0,0,0,0,0,,,,,,,,,180.44755610032007,None,181.46420310018584,None,181.46420310018584,182.46415570005774,182.44758070027456,183.4475826001726,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,181.46420310018584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
6,"[0.2, 0]",1,,0,0,0,0,0,1,1,1,,,,,,,,,,,183.46425440022722,None,183.46425440022722,184.46425320021808,184.44759190035984,185.44760100031272,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,183.46425440022722,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
2,"[0, 0.2]",0,,0,0,0,0,0,2,2,2,,,,,,,,,,,185.46426660008729,None,185.46426660008729,186.46427620016038,186.44760130019858,187.4476205999963,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,185.46426660008729,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
9,"[0.2, -0.2]",0,,0,0,0,0,0,3,3,3,,,,,,,,,,,187.4642731002532,None,187.4642731002532,188.46428530011326,188.44762610038742,189.4476241003722,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,187.4642731002532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
9,"[0.2, -0.2]",1,,0,0,0,0,0,4,4,4,,,,,,,,,,,189.46430600015447,None,189.46430600015447,190.4642984000966,190.4476924003102,191.4476421000436,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,189.46430600015447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
6,"[0.2, 0]",0,,0,0,0,0,0,5,5,5,,,,,,,,,,,191.46431410033256,None,191.46431410033256,192.46430990006775,192.44764460017905,193.44765390036628,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,191.46431410033256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
4,"[-0.2, 0]",0,,0,0,0,0,0,6,6,6,,,,,,,,,,,193.46431490033865,None,193.46431490033865,194.4643323002383,194.44766500033438,195.44766910001636,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,193.46431490033865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
