8.2124 	EXP 	Created Nbackinstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Nbackinstructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.75)
277.2984 	EXP 	NbackInstructionWideImg: autoDraw = True
277.3150 	EXP 	NbackInstructionWideImg: autoDraw = True
277.3318 	EXP 	NbackInstructionWideImg: autoDraw = True
277.3484 	EXP 	NbackInstructionWideImg: autoDraw = True
277.3651 	EXP 	NbackInstructionWideImg: autoDraw = True
277.3818 	EXP 	NbackInstructionWideImg: autoDraw = True
277.3985 	EXP 	NbackInstructionWideImg: autoDraw = True
277.4151 	EXP 	NbackInstructionWideImg: autoDraw = True
277.4317 	EXP 	NbackInstructionWideImg: autoDraw = True
277.4484 	EXP 	NbackInstructionWideImg: autoDraw = True
277.4652 	EXP 	NbackInstructionWideImg: autoDraw = True
277.4818 	EXP 	NbackInstructionWideImg: autoDraw = True
277.4985 	EXP 	NbackInstructionWideImg: autoDraw = True
277.5151 	EXP 	NbackInstructionWideImg: autoDraw = True
277.5318 	EXP 	NbackInstructionWideImg: autoDraw = True
277.5485 	EXP 	NbackInstructionWideImg: autoDraw = True
277.5652 	EXP 	NbackInstructionWideImg: autoDraw = True
277.5819 	EXP 	NbackInstructionWideImg: autoDraw = True
277.5985 	EXP 	NbackInstructionWideImg: autoDraw = True
277.6152 	EXP 	NbackInstructionWideImg: autoDraw = True
277.6319 	EXP 	NbackInstructionWideImg: autoDraw = True
277.6485 	EXP 	NbackInstructionWideImg: autoDraw = True
277.6652 	EXP 	NbackInstructionWideImg: autoDraw = True
277.6819 	EXP 	NbackInstructionWideImg: autoDraw = True
277.6987 	EXP 	NbackInstructionWideImg: autoDraw = True
277.7153 	EXP 	NbackInstructionWideImg: autoDraw = True
277.7319 	EXP 	NbackInstructionWideImg: autoDraw = True
277.7485 	EXP 	NbackInstructionWideImg: autoDraw = True
277.7652 	EXP 	NbackInstructionWideImg: autoDraw = True
277.7819 	EXP 	NbackInstructionWideImg: autoDraw = True
277.7987 	EXP 	NbackInstructionWideImg: autoDraw = True
277.8152 	EXP 	NbackInstructionWideImg: autoDraw = True
277.8319 	EXP 	NbackInstructionWideImg: autoDraw = True
277.8486 	EXP 	NbackInstructionWideImg: autoDraw = True
277.8653 	EXP 	NbackInstructionWideImg: autoDraw = True
277.8820 	EXP 	NbackInstructionWideImg: autoDraw = True
277.8987 	EXP 	NbackInstructionWideImg: autoDraw = True
277.9154 	EXP 	NbackInstructionWideImg: autoDraw = True
277.9320 	EXP 	NbackInstructionWideImg: autoDraw = True
277.9487 	EXP 	NbackInstructionWideImg: autoDraw = True
277.9654 	EXP 	NbackInstructionWideImg: autoDraw = True
277.9820 	EXP 	NbackInstructionWideImg: autoDraw = True
277.9988 	EXP 	NbackInstructionWideImg: autoDraw = True
278.0154 	EXP 	NbackInstructionWideImg: autoDraw = True
278.0320 	EXP 	NbackInstructionWideImg: autoDraw = True
278.0487 	EXP 	NbackInstructionWideImg: autoDraw = True
278.0654 	EXP 	NbackInstructionWideImg: autoDraw = True
278.0820 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\15.png'
278.0820 	EXP 	NbackInstructionWideImg: autoDraw = True
278.0987 	EXP 	NbackInstructionWideImg: autoDraw = True
278.1154 	EXP 	NbackInstructionWideImg: autoDraw = True
278.1321 	EXP 	NbackInstructionWideImg: autoDraw = True
278.1489 	EXP 	NbackInstructionWideImg: autoDraw = True
278.1655 	EXP 	NbackInstructionWideImg: autoDraw = True
278.1821 	EXP 	NbackInstructionWideImg: autoDraw = True
278.1988 	EXP 	NbackInstructionWideImg: autoDraw = True
278.2156 	EXP 	NbackInstructionWideImg: autoDraw = True
278.2322 	EXP 	NbackInstructionWideImg: autoDraw = True
278.2488 	EXP 	NbackInstructionWideImg: autoDraw = True
278.2655 	EXP 	NbackInstructionWideImg: autoDraw = True
278.2822 	EXP 	NbackInstructionWideImg: autoDraw = True
278.2989 	EXP 	NbackInstructionWideImg: autoDraw = True
278.3155 	EXP 	NbackInstructionWideImg: autoDraw = True
278.3322 	EXP 	NbackInstructionWideImg: autoDraw = True
278.3489 	EXP 	NbackInstructionWideImg: autoDraw = True
278.3656 	EXP 	NbackInstructionWideImg: autoDraw = True
278.3822 	EXP 	NbackInstructionWideImg: autoDraw = True
278.3989 	EXP 	NbackInstructionWideImg: autoDraw = True
278.4156 	EXP 	NbackInstructionWideImg: autoDraw = True
278.4323 	EXP 	NbackInstructionWideImg: autoDraw = True
278.4490 	EXP 	NbackInstructionWideImg: autoDraw = True
278.4656 	EXP 	NbackInstructionWideImg: autoDraw = True
278.4823 	EXP 	NbackInstructionWideImg: autoDraw = True
278.4989 	EXP 	NbackInstructionWideImg: autoDraw = True
278.5156 	EXP 	NbackInstructionWideImg: autoDraw = True
278.5324 	EXP 	NbackInstructionWideImg: autoDraw = True
278.5490 	EXP 	NbackInstructionWideImg: autoDraw = True
278.5657 	EXP 	NbackInstructionWideImg: autoDraw = True
278.5824 	EXP 	NbackInstructionWideImg: autoDraw = True
278.5990 	EXP 	NbackInstructionWideImg: autoDraw = True
278.6157 	EXP 	NbackInstructionWideImg: autoDraw = True
278.6323 	EXP 	NbackInstructionWideImg: autoDraw = True
278.6491 	EXP 	NbackInstructionWideImg: autoDraw = True
278.6658 	EXP 	NbackInstructionWideImg: autoDraw = True
278.6824 	EXP 	NbackInstructionWideImg: autoDraw = True
278.6991 	EXP 	NbackInstructionWideImg: autoDraw = True
278.7158 	EXP 	NbackInstructionWideImg: autoDraw = True
278.7325 	EXP 	NbackInstructionWideImg: autoDraw = True
278.7491 	EXP 	NbackInstructionWideImg: autoDraw = True
278.7658 	EXP 	NbackInstructionWideImg: autoDraw = True
278.7825 	EXP 	NbackInstructionWideImg: autoDraw = True
278.7991 	EXP 	NbackInstructionWideImg: autoDraw = True
278.8158 	EXP 	NbackInstructionWideImg: autoDraw = True
278.8324 	EXP 	NbackInstructionWideImg: autoDraw = True
278.8491 	EXP 	NbackInstructionWideImg: autoDraw = True
278.8658 	EXP 	NbackInstructionWideImg: autoDraw = True
278.8825 	EXP 	NbackInstructionWideImg: autoDraw = True
278.8992 	EXP 	NbackInstructionWideImg: autoDraw = True
278.9158 	EXP 	NbackInstructionWideImg: autoDraw = True
278.9325 	EXP 	NbackInstructionWideImg: autoDraw = True
278.9492 	EXP 	NbackInstructionWideImg: autoDraw = True
278.9660 	EXP 	NbackInstructionWideImg: autoDraw = True
278.9825 	EXP 	NbackInstructionWideImg: autoDraw = True
278.9993 	EXP 	NbackInstructionWideImg: autoDraw = True
279.0159 	EXP 	NbackInstructionWideImg: autoDraw = True
279.0326 	EXP 	NbackInstructionWideImg: autoDraw = True
279.0492 	EXP 	NbackInstructionWideImg: autoDraw = True
279.0659 	EXP 	NbackInstructionWideImg: autoDraw = True
279.0826 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\16.png'
279.0826 	EXP 	NbackInstructionWideImg: autoDraw = True
279.0994 	EXP 	NbackInstructionWideImg: autoDraw = True
279.1159 	EXP 	NbackInstructionWideImg: autoDraw = True
279.1326 	EXP 	NbackInstructionWideImg: autoDraw = True
279.1493 	EXP 	NbackInstructionWideImg: autoDraw = True
279.1659 	EXP 	NbackInstructionWideImg: autoDraw = True
279.1827 	EXP 	NbackInstructionWideImg: autoDraw = True
279.1993 	EXP 	NbackInstructionWideImg: autoDraw = True
279.2160 	EXP 	NbackInstructionWideImg: autoDraw = True
279.2327 	EXP 	NbackInstructionWideImg: autoDraw = True
279.2493 	EXP 	NbackInstructionWideImg: autoDraw = True
279.2660 	EXP 	NbackInstructionWideImg: autoDraw = True
279.2827 	EXP 	NbackInstructionWideImg: autoDraw = True
279.2994 	EXP 	NbackInstructionWideImg: autoDraw = True
279.3160 	EXP 	NbackInstructionWideImg: autoDraw = True
279.3327 	EXP 	NbackInstructionWideImg: autoDraw = True
279.3494 	EXP 	NbackInstructionWideImg: autoDraw = True
279.3660 	EXP 	NbackInstructionWideImg: autoDraw = True
279.3827 	EXP 	NbackInstructionWideImg: autoDraw = True
279.3994 	EXP 	NbackInstructionWideImg: autoDraw = True
279.4161 	EXP 	NbackInstructionWideImg: autoDraw = True
279.4327 	EXP 	NbackInstructionWideImg: autoDraw = True
279.4494 	EXP 	NbackInstructionWideImg: autoDraw = True
279.4662 	EXP 	NbackInstructionWideImg: autoDraw = True
279.4828 	EXP 	NbackInstructionWideImg: autoDraw = True
279.4994 	EXP 	NbackInstructionWideImg: autoDraw = True
279.5162 	EXP 	NbackInstructionWideImg: autoDraw = True
279.5328 	EXP 	NbackInstructionWideImg: autoDraw = True
279.5494 	EXP 	NbackInstructionWideImg: autoDraw = True
279.5662 	EXP 	NbackInstructionWideImg: autoDraw = True
279.5829 	EXP 	NbackInstructionWideImg: autoDraw = True
279.5995 	EXP 	NbackInstructionWideImg: autoDraw = True
279.6162 	EXP 	NbackInstructionWideImg: autoDraw = True
279.6329 	EXP 	NbackInstructionWideImg: autoDraw = True
279.6495 	EXP 	NbackInstructionWideImg: autoDraw = True
279.6662 	EXP 	NbackInstructionWideImg: autoDraw = True
279.6829 	EXP 	NbackInstructionWideImg: autoDraw = True
279.6995 	EXP 	NbackInstructionWideImg: autoDraw = True
279.7163 	EXP 	NbackInstructionWideImg: autoDraw = True
279.7329 	EXP 	NbackInstructionWideImg: autoDraw = True
279.7497 	EXP 	NbackInstructionWideImg: autoDraw = True
279.7664 	EXP 	NbackInstructionWideImg: autoDraw = True
279.7831 	EXP 	NbackInstructionWideImg: autoDraw = True
279.7997 	EXP 	NbackInstructionWideImg: autoDraw = True
279.8163 	EXP 	NbackInstructionWideImg: autoDraw = True
279.8330 	EXP 	NbackInstructionWideImg: autoDraw = True
279.8498 	EXP 	NbackInstructionWideImg: autoDraw = True
279.8663 	EXP 	NbackInstructionWideImg: autoDraw = True
279.8830 	EXP 	NbackInstructionWideImg: autoDraw = True
279.8997 	EXP 	NbackInstructionWideImg: autoDraw = True
279.9164 	EXP 	NbackInstructionWideImg: autoDraw = True
279.9331 	EXP 	NbackInstructionWideImg: autoDraw = True
279.9499 	EXP 	NbackInstructionWideImg: autoDraw = True
279.9664 	EXP 	NbackInstructionWideImg: autoDraw = True
279.9833 	EXP 	NbackInstructionWideImg: autoDraw = True
279.9999 	EXP 	NbackInstructionWideImg: autoDraw = True
280.0166 	EXP 	NbackInstructionWideImg: autoDraw = True
280.0332 	EXP 	NbackInstructionWideImg: autoDraw = True
280.0499 	EXP 	NbackInstructionWideImg: autoDraw = True
280.0666 	EXP 	NbackInstructionWideImg: autoDraw = True
280.0833 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\17.png'
280.0833 	EXP 	NbackInstructionWideImg: autoDraw = True
280.0999 	EXP 	NbackInstructionWideImg: autoDraw = True
280.1165 	EXP 	NbackInstructionWideImg: autoDraw = True
280.1332 	EXP 	NbackInstructionWideImg: autoDraw = True
280.1498 	EXP 	NbackInstructionWideImg: autoDraw = True
280.1665 	EXP 	NbackInstructionWideImg: autoDraw = True
280.1832 	EXP 	NbackInstructionWideImg: autoDraw = True
280.1999 	EXP 	NbackInstructionWideImg: autoDraw = True
280.2167 	EXP 	NbackInstructionWideImg: autoDraw = True
280.2333 	EXP 	NbackInstructionWideImg: autoDraw = True
280.2498 	EXP 	NbackInstructionWideImg: autoDraw = True
280.2666 	EXP 	NbackInstructionWideImg: autoDraw = True
280.2832 	EXP 	NbackInstructionWideImg: autoDraw = True
280.2998 	EXP 	NbackInstructionWideImg: autoDraw = True
280.3165 	EXP 	NbackInstructionWideImg: autoDraw = True
280.3332 	EXP 	NbackInstructionWideImg: autoDraw = True
280.3499 	EXP 	NbackInstructionWideImg: autoDraw = True
280.3666 	EXP 	NbackInstructionWideImg: autoDraw = True
280.3833 	EXP 	NbackInstructionWideImg: autoDraw = True
280.3999 	EXP 	NbackInstructionWideImg: autoDraw = True
280.4166 	EXP 	NbackInstructionWideImg: autoDraw = True
280.4332 	EXP 	NbackInstructionWideImg: autoDraw = True
280.4500 	EXP 	NbackInstructionWideImg: autoDraw = True
280.4668 	EXP 	NbackInstructionWideImg: autoDraw = True
280.4833 	EXP 	NbackInstructionWideImg: autoDraw = True
280.4999 	EXP 	NbackInstructionWideImg: autoDraw = True
280.5166 	EXP 	NbackInstructionWideImg: autoDraw = True
280.5334 	EXP 	NbackInstructionWideImg: autoDraw = True
280.5500 	EXP 	NbackInstructionWideImg: autoDraw = True
280.5667 	EXP 	NbackInstructionWideImg: autoDraw = True
280.5833 	EXP 	NbackInstructionWideImg: autoDraw = True
280.6001 	EXP 	NbackInstructionWideImg: autoDraw = True
280.6167 	EXP 	NbackInstructionWideImg: autoDraw = True
280.6334 	EXP 	NbackInstructionWideImg: autoDraw = True
280.6501 	EXP 	NbackInstructionWideImg: autoDraw = True
280.6668 	EXP 	NbackInstructionWideImg: autoDraw = True
280.6836 	EXP 	NbackInstructionWideImg: autoDraw = True
280.7002 	EXP 	NbackInstructionWideImg: autoDraw = True
280.7168 	EXP 	NbackInstructionWideImg: autoDraw = True
280.7335 	EXP 	NbackInstructionWideImg: autoDraw = True
280.7501 	EXP 	NbackInstructionWideImg: autoDraw = True
280.7667 	EXP 	NbackInstructionWideImg: autoDraw = True
280.7834 	EXP 	NbackInstructionWideImg: autoDraw = True
280.8001 	EXP 	NbackInstructionWideImg: autoDraw = True
280.8168 	EXP 	NbackInstructionWideImg: autoDraw = True
280.8336 	EXP 	NbackInstructionWideImg: autoDraw = True
280.8501 	EXP 	NbackInstructionWideImg: autoDraw = True
280.8668 	EXP 	NbackInstructionWideImg: autoDraw = True
280.8835 	EXP 	NbackInstructionWideImg: autoDraw = True
280.9002 	EXP 	NbackInstructionWideImg: autoDraw = True
280.9169 	EXP 	NbackInstructionWideImg: autoDraw = True
280.9336 	EXP 	NbackInstructionWideImg: autoDraw = True
280.9502 	EXP 	NbackInstructionWideImg: autoDraw = True
280.9669 	EXP 	NbackInstructionWideImg: autoDraw = True
280.9836 	EXP 	NbackInstructionWideImg: autoDraw = True
281.0003 	EXP 	NbackInstructionWideImg: autoDraw = True
281.0169 	EXP 	NbackInstructionWideImg: autoDraw = True
281.0336 	EXP 	NbackInstructionWideImg: autoDraw = True
281.0502 	EXP 	NbackInstructionWideImg: autoDraw = True
281.0669 	EXP 	NbackInstructionWideImg: autoDraw = True
281.0836 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\18.png'
281.0836 	EXP 	NbackInstructionWideImg: autoDraw = True
281.1003 	EXP 	NbackInstructionWideImg: autoDraw = True
281.1170 	EXP 	NbackInstructionWideImg: autoDraw = True
281.1338 	EXP 	NbackInstructionWideImg: autoDraw = True
281.1503 	EXP 	NbackInstructionWideImg: autoDraw = True
281.1670 	EXP 	NbackInstructionWideImg: autoDraw = True
281.1837 	EXP 	NbackInstructionWideImg: autoDraw = True
281.2004 	EXP 	NbackInstructionWideImg: autoDraw = True
281.2171 	EXP 	NbackInstructionWideImg: autoDraw = True
281.2336 	EXP 	NbackInstructionWideImg: autoDraw = True
281.2504 	EXP 	NbackInstructionWideImg: autoDraw = True
281.2670 	EXP 	NbackInstructionWideImg: autoDraw = True
281.2838 	EXP 	NbackInstructionWideImg: autoDraw = True
281.3003 	EXP 	NbackInstructionWideImg: autoDraw = True
281.3170 	EXP 	NbackInstructionWideImg: autoDraw = True
281.3338 	EXP 	NbackInstructionWideImg: autoDraw = True
281.3504 	EXP 	NbackInstructionWideImg: autoDraw = True
281.3671 	EXP 	NbackInstructionWideImg: autoDraw = True
281.3837 	EXP 	NbackInstructionWideImg: autoDraw = True
281.4004 	EXP 	NbackInstructionWideImg: autoDraw = True
281.4171 	EXP 	NbackInstructionWideImg: autoDraw = True
281.4338 	EXP 	NbackInstructionWideImg: autoDraw = True
281.4505 	EXP 	NbackInstructionWideImg: autoDraw = True
281.4672 	EXP 	NbackInstructionWideImg: autoDraw = True
281.4838 	EXP 	NbackInstructionWideImg: autoDraw = True
281.5004 	EXP 	NbackInstructionWideImg: autoDraw = True
281.5171 	EXP 	NbackInstructionWideImg: autoDraw = True
281.5339 	EXP 	NbackInstructionWideImg: autoDraw = True
281.5506 	EXP 	NbackInstructionWideImg: autoDraw = True
281.5672 	EXP 	NbackInstructionWideImg: autoDraw = True
281.5839 	EXP 	NbackInstructionWideImg: autoDraw = True
281.6006 	EXP 	NbackInstructionWideImg: autoDraw = True
281.6172 	EXP 	NbackInstructionWideImg: autoDraw = True
281.6338 	EXP 	NbackInstructionWideImg: autoDraw = True
281.6506 	EXP 	NbackInstructionWideImg: autoDraw = True
281.6673 	EXP 	NbackInstructionWideImg: autoDraw = True
281.6840 	EXP 	NbackInstructionWideImg: autoDraw = True
281.7006 	EXP 	NbackInstructionWideImg: autoDraw = True
281.7174 	EXP 	NbackInstructionWideImg: autoDraw = True
281.7340 	EXP 	NbackInstructionWideImg: autoDraw = True
281.7506 	EXP 	NbackInstructionWideImg: autoDraw = True
281.7673 	EXP 	NbackInstructionWideImg: autoDraw = True
281.7840 	EXP 	NbackInstructionWideImg: autoDraw = True
281.8006 	EXP 	NbackInstructionWideImg: autoDraw = True
281.8173 	EXP 	NbackInstructionWideImg: autoDraw = True
281.8340 	EXP 	NbackInstructionWideImg: autoDraw = True
281.8506 	EXP 	NbackInstructionWideImg: autoDraw = True
281.8674 	EXP 	NbackInstructionWideImg: autoDraw = True
281.8840 	EXP 	NbackInstructionWideImg: autoDraw = True
281.9007 	EXP 	NbackInstructionWideImg: autoDraw = True
281.9173 	EXP 	NbackInstructionWideImg: autoDraw = True
281.9340 	EXP 	NbackInstructionWideImg: autoDraw = True
281.9525 	EXP 	NbackInstructionWideImg: autoDraw = True
281.9733 	EXP 	NbackInstructionWideImg: autoDraw = True
281.9842 	EXP 	NbackInstructionWideImg: autoDraw = True
282.0015 	EXP 	NbackInstructionWideImg: autoDraw = True
282.0179 	EXP 	NbackInstructionWideImg: autoDraw = True
282.0344 	EXP 	NbackInstructionWideImg: autoDraw = True
282.0509 	EXP 	NbackInstructionWideImg: autoDraw = True
282.0678 	EXP 	NbackInstructionWideImg: autoDraw = True
282.0841 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\19.png'
282.0841 	EXP 	NbackInstructionWideImg: autoDraw = True
282.1009 	EXP 	NbackInstructionWideImg: autoDraw = True
282.1176 	EXP 	NbackInstructionWideImg: autoDraw = True
282.1342 	EXP 	NbackInstructionWideImg: autoDraw = True
282.1507 	EXP 	NbackInstructionWideImg: autoDraw = True
282.1675 	EXP 	NbackInstructionWideImg: autoDraw = True
282.1841 	EXP 	NbackInstructionWideImg: autoDraw = True
282.2009 	EXP 	NbackInstructionWideImg: autoDraw = True
282.2176 	EXP 	NbackInstructionWideImg: autoDraw = True
282.2342 	EXP 	NbackInstructionWideImg: autoDraw = True
282.2508 	EXP 	NbackInstructionWideImg: autoDraw = True
282.2676 	EXP 	NbackInstructionWideImg: autoDraw = True
282.2842 	EXP 	NbackInstructionWideImg: autoDraw = True
282.3010 	EXP 	NbackInstructionWideImg: autoDraw = True
282.3176 	EXP 	NbackInstructionWideImg: autoDraw = True
282.3342 	EXP 	NbackInstructionWideImg: autoDraw = True
282.3509 	EXP 	NbackInstructionWideImg: autoDraw = True
282.3676 	EXP 	NbackInstructionWideImg: autoDraw = True
282.3843 	EXP 	NbackInstructionWideImg: autoDraw = True
282.4010 	EXP 	NbackInstructionWideImg: autoDraw = True
282.4177 	EXP 	NbackInstructionWideImg: autoDraw = True
282.4343 	EXP 	NbackInstructionWideImg: autoDraw = True
282.4510 	EXP 	NbackInstructionWideImg: autoDraw = True
282.4678 	EXP 	NbackInstructionWideImg: autoDraw = True
282.4843 	EXP 	NbackInstructionWideImg: autoDraw = True
282.5010 	EXP 	NbackInstructionWideImg: autoDraw = True
282.5177 	EXP 	NbackInstructionWideImg: autoDraw = True
282.5343 	EXP 	NbackInstructionWideImg: autoDraw = True
282.5511 	EXP 	NbackInstructionWideImg: autoDraw = True
282.5678 	EXP 	NbackInstructionWideImg: autoDraw = True
282.5844 	EXP 	NbackInstructionWideImg: autoDraw = True
282.6011 	EXP 	NbackInstructionWideImg: autoDraw = True
282.6176 	EXP 	NbackInstructionWideImg: autoDraw = True
282.6343 	EXP 	NbackInstructionWideImg: autoDraw = True
282.6510 	EXP 	NbackInstructionWideImg: autoDraw = True
282.6677 	EXP 	NbackInstructionWideImg: autoDraw = True
282.6844 	EXP 	NbackInstructionWideImg: autoDraw = True
282.7011 	EXP 	NbackInstructionWideImg: autoDraw = True
282.7178 	EXP 	NbackInstructionWideImg: autoDraw = True
282.7344 	EXP 	NbackInstructionWideImg: autoDraw = True
282.7511 	EXP 	NbackInstructionWideImg: autoDraw = True
282.7678 	EXP 	NbackInstructionWideImg: autoDraw = True
282.7845 	EXP 	NbackInstructionWideImg: autoDraw = True
282.8012 	EXP 	NbackInstructionWideImg: autoDraw = True
282.8178 	EXP 	NbackInstructionWideImg: autoDraw = True
282.8345 	EXP 	NbackInstructionWideImg: autoDraw = True
282.8512 	EXP 	NbackInstructionWideImg: autoDraw = True
282.8678 	EXP 	NbackInstructionWideImg: autoDraw = True
282.8845 	EXP 	NbackInstructionWideImg: autoDraw = True
282.9011 	EXP 	NbackInstructionWideImg: autoDraw = True
282.9178 	EXP 	NbackInstructionWideImg: autoDraw = True
282.9345 	EXP 	NbackInstructionWideImg: autoDraw = True
282.9512 	EXP 	NbackInstructionWideImg: autoDraw = True
282.9679 	EXP 	NbackInstructionWideImg: autoDraw = True
282.9845 	EXP 	NbackInstructionWideImg: autoDraw = True
283.0012 	EXP 	NbackInstructionWideImg: autoDraw = True
283.0180 	EXP 	NbackInstructionWideImg: autoDraw = True
283.0345 	EXP 	NbackInstructionWideImg: autoDraw = True
283.0513 	EXP 	NbackInstructionWideImg: autoDraw = True
283.0680 	EXP 	NbackInstructionWideImg: autoDraw = True
283.0846 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\20.png'
283.0846 	EXP 	NbackInstructionWideImg: autoDraw = True
283.1013 	EXP 	NbackInstructionWideImg: autoDraw = True
283.1180 	EXP 	NbackInstructionWideImg: autoDraw = True
283.1348 	EXP 	NbackInstructionWideImg: autoDraw = True
283.1513 	EXP 	NbackInstructionWideImg: autoDraw = True
283.1680 	EXP 	NbackInstructionWideImg: autoDraw = True
283.1847 	EXP 	NbackInstructionWideImg: autoDraw = True
283.2013 	EXP 	NbackInstructionWideImg: autoDraw = True
283.2181 	EXP 	NbackInstructionWideImg: autoDraw = True
283.2347 	EXP 	NbackInstructionWideImg: autoDraw = True
283.2514 	EXP 	NbackInstructionWideImg: autoDraw = True
283.2680 	EXP 	NbackInstructionWideImg: autoDraw = True
283.2848 	EXP 	NbackInstructionWideImg: autoDraw = True
283.3014 	EXP 	NbackInstructionWideImg: autoDraw = True
283.3180 	EXP 	NbackInstructionWideImg: autoDraw = True
283.3347 	EXP 	NbackInstructionWideImg: autoDraw = True
283.3514 	EXP 	NbackInstructionWideImg: autoDraw = True
283.3680 	EXP 	NbackInstructionWideImg: autoDraw = True
283.3848 	EXP 	NbackInstructionWideImg: autoDraw = True
283.4015 	EXP 	NbackInstructionWideImg: autoDraw = True
283.4181 	EXP 	NbackInstructionWideImg: autoDraw = True
283.4347 	EXP 	NbackInstructionWideImg: autoDraw = True
283.4515 	EXP 	NbackInstructionWideImg: autoDraw = True
283.4682 	EXP 	NbackInstructionWideImg: autoDraw = True
283.4848 	EXP 	NbackInstructionWideImg: autoDraw = True
283.5015 	EXP 	NbackInstructionWideImg: autoDraw = True
283.5181 	EXP 	NbackInstructionWideImg: autoDraw = True
283.5348 	EXP 	NbackInstructionWideImg: autoDraw = True
283.5518 	EXP 	NbackInstructionWideImg: autoDraw = True
283.5683 	EXP 	NbackInstructionWideImg: autoDraw = True
283.5849 	EXP 	NbackInstructionWideImg: autoDraw = True
283.6015 	EXP 	NbackInstructionWideImg: autoDraw = True
283.6182 	EXP 	NbackInstructionWideImg: autoDraw = True
283.6350 	EXP 	NbackInstructionWideImg: autoDraw = True
283.6516 	EXP 	NbackInstructionWideImg: autoDraw = True
283.6687 	EXP 	NbackInstructionWideImg: autoDraw = True
283.6850 	EXP 	NbackInstructionWideImg: autoDraw = True
283.7018 	EXP 	NbackInstructionWideImg: autoDraw = True
283.7183 	EXP 	NbackInstructionWideImg: autoDraw = True
283.7349 	EXP 	NbackInstructionWideImg: autoDraw = True
283.7517 	EXP 	NbackInstructionWideImg: autoDraw = True
283.7683 	EXP 	NbackInstructionWideImg: autoDraw = True
283.7850 	EXP 	NbackInstructionWideImg: autoDraw = True
283.8016 	EXP 	NbackInstructionWideImg: autoDraw = True
283.8184 	EXP 	NbackInstructionWideImg: autoDraw = True
283.8350 	EXP 	NbackInstructionWideImg: autoDraw = True
283.8516 	EXP 	NbackInstructionWideImg: autoDraw = True
283.8684 	EXP 	NbackInstructionWideImg: autoDraw = True
283.8850 	EXP 	NbackInstructionWideImg: autoDraw = True
283.9016 	EXP 	NbackInstructionWideImg: autoDraw = True
283.9183 	EXP 	NbackInstructionWideImg: autoDraw = True
283.9350 	EXP 	NbackInstructionWideImg: autoDraw = True
283.9517 	EXP 	NbackInstructionWideImg: autoDraw = True
283.9686 	EXP 	NbackInstructionWideImg: autoDraw = True
283.9850 	EXP 	NbackInstructionWideImg: autoDraw = True
284.0017 	EXP 	NbackInstructionWideImg: autoDraw = True
284.0184 	EXP 	NbackInstructionWideImg: autoDraw = True
284.0350 	EXP 	NbackInstructionWideImg: autoDraw = True
284.0517 	EXP 	NbackInstructionWideImg: autoDraw = True
284.0684 	EXP 	NbackInstructionWideImg: autoDraw = True
284.0851 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\21.png'
284.0851 	EXP 	NbackInstructionWideImg: autoDraw = True
284.1018 	EXP 	NbackInstructionWideImg: autoDraw = True
284.1185 	EXP 	NbackInstructionWideImg: autoDraw = True
284.1351 	EXP 	NbackInstructionWideImg: autoDraw = True
284.1519 	EXP 	NbackInstructionWideImg: autoDraw = True
284.1684 	EXP 	NbackInstructionWideImg: autoDraw = True
284.1852 	EXP 	NbackInstructionWideImg: autoDraw = True
284.2018 	EXP 	NbackInstructionWideImg: autoDraw = True
284.2186 	EXP 	NbackInstructionWideImg: autoDraw = True
284.2352 	EXP 	NbackInstructionWideImg: autoDraw = True
284.2518 	EXP 	NbackInstructionWideImg: autoDraw = True
284.2687 	EXP 	NbackInstructionWideImg: autoDraw = True
284.2851 	EXP 	NbackInstructionWideImg: autoDraw = True
