runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,fix_cross.started,fix_cross.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,EndingText.started,EndingText.stopped,ConfirmEnd.keys,ConfirmEnd.rt,ConfirmEnd.started,ConfirmEnd.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
stimuli/orders/stimOrder15.xlsx,3,0,0,0,7,0,35,35,35,,,,,,,,,,,,,,,,,,,929.7820758000016,929.7820758000016,929.7820758000016,929.7820758000016,,,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder15.xlsx,3,0,0,0,7,0,37,37,37,,,,,,,,,,,,,,,,,,,955.8155239000916,None,955.8155239000916,None,942.7821078002453,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder15.xlsx,3,0,0,0,7,0,44,44,44,,,,,,,,,,,,,,,,,,,1047.4163015000522,None,1047.4163015000522,None,1034.4161594002508,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder15.xlsx,3,0,0,0,7,0,45,45,45,,,,,,,,,,,,,,,,,,,1061.2493644002825,1061.2493644002825,1061.2493644002825,1061.2493644002825,,,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder15.xlsx,3,0,0,0,7,0,47,47,47,,,,,,,,,,,,,,,,,,,1087.2500231000595,None,1087.2500231000595,None,1074.2497974000871,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder15.xlsx,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.55144032921811,1107.7896692897193,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder15.xlsx,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013859310187399387,None,30.65843621399177,1110.941661189776,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder15.xlsx,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011906310450285673,None,54.19753086419753,1116.8911547893658,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,2,2,2,,,,,,,1229.684557700064,1229.684557700064,None,space,131.44800059963018,1229.684557700064,None,,,,,,1641.0041940002702,None,1641.0041940002702,None,1627.9707460999489,1627.9707460999489,,,,,,,,,,,0.01249381061643362,None,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,6,6,6,,,,,,,,,,,,,,,,,,,1693.6380198001862,None,1693.6380198001862,None,1680.6378454999067,1680.6378454999067,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,7,7,7,,,,,,,,,,,,,,,,,,,1706.7877644002438,1706.7877644002438,1706.7877644002438,1706.7877644002438,,,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,9,9,9,,,,,,,,,,,,,,,,,,,1732.921613899991,None,1732.921613899991,None,1719.788096500095,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,15,15,15,,,,,,,,,,,,,,,,,,,1811.7222730000503,None,1811.7222730000503,None,1798.0553808999248,1798.0553808999248,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,21,21,21,,,,,,,,,,,,,,,,,,,1890.989737499971,None,1890.989737499971,None,1877.372661600355,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,25,25,25,,,,,,,,,,,,,,,,,,,1943.1232823003083,None,1943.1232823003083,None,1929.9897305001505,1929.9897305001505,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,30,30,30,,,,,,,,,,,,,,,,,,,2008.7904596002772,None,2008.7904596002772,None,1995.156883600168,1995.156883600168,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,33,33,33,,,,,,,,,,,,,,,,,,,2048.4241345003247,None,2048.4241345003247,None,2034.7905371002853,2034.7905371002853,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,35,35,35,,,,,,,,,,,,,,,,,,,2074.424238699954,None,2074.424238699954,None,2061.424074599985,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,38,38,38,,,,,,,,,,,,,,,,,,,2113.691219400149,None,2113.691219400149,None,2100.557713100221,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,40,40,40,,,,,,,,,,,,,,,,,,,2139.691297700163,None,2139.691297700163,None,2126.691234299913,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,43,43,43,,,,,,,,,,,,,,,,,,,2178.8250426999293,None,2178.8250426999293,None,2165.824872700032,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,46,46,46,,,,,,,,,,,,,,,,,,,2217.9753493000753,None,2217.9753493000753,None,2204.9584912001155,2204.9584912001155,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2230.9754723003134,None,0.0,2251.5986327896826,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01376121025532484,10.010947510134429,20.370370370370374,2261.6008251900785,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011630409862846136,10.006611810065806,68.93004115226337,2269.8672596896067,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,2,2,2,,,,,,,2336.8430860000663,2336.8430860000663,None,space,216.5865141004324,2336.8430860000663,None,,,,,,2712.42909780005,None,2712.42909780005,None,2699.4123372002505,None,,,,,,,,,,,0.011936910450458527,None,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,4,4,4,,,,,,,,,,,,,,,,,,,2739.029310000129,None,2739.029310000129,None,2725.429192200303,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,6,6,6,,,,,,,,,,,,,,,,,,,2765.596090000123,None,2765.596090000123,None,2752.029414200224,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,14,14,14,,,,,,,,,,,,,,,,,,,2869.880421699956,None,2869.880421699956,None,2856.8802161999047,2856.8802161999047,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,15,15,15,,,,,,,,,,,,,,,,,,,2883.0471680001356,2883.0471680001356,2883.0471680001356,2883.0471680001356,,,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,17,17,17,,,,,,,,,,,,,,,,,,,2909.047371200286,None,2909.047371200286,None,2896.0471697999164,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,20,20,20,,,,,,,,,,,,,,,,,,,2948.197627400048,None,2948.197627400048,None,2935.1808221000247,2935.1808221000247,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,22,22,22,,,,,,,,,,,,,,,,,,,2974.881267200224,None,2974.881267200224,None,2961.1976910000667,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,25,25,25,,,,,,,,,,,,,,,,,,,3014.014851400163,None,3014.014851400163,None,3000.8813291001134,3000.8813291001134,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,27,27,27,,,,,,,,,,,,,,,,,,,3040.031507200096,None,3040.031507200096,None,3027.0148698999546,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,29,29,29,,,,,,,,,,,,,,,,,,,3066.031923600007,None,3066.031923600007,None,3053.0317265000194,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,35,35,35,,,,,,,,,,,,,,,,,,,3144.815851100255,None,3144.815851100255,None,3131.8156731002964,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,41,41,41,,,,,,,,,,,,,,,,,,,3223.233244200237,None,3223.233244200237,None,3210.116297200322,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,2,2,3,0,46,46,46,,,,,,,,,,,,,,,,,,,3288.500300399959,None,3288.500300399959,None,3275.350115099922,3275.350115099922,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3301.500316900201,None,31.934156378600818,3322.122979589738,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014356510248035192,10.012167510110885,13.37448559670782,3330.208200789988,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01248711021617055,None,71.64609053497942,3335.9919401900843,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder13.xlsx,3,0,3,3,6,0,0,0,0,,,,,,,3343.5841983999126,3343.5841983999126,None,space,172.5424790000543,3343.5841983999126,None,,,,,,3583.8192230002023,None,3583.8192230002023,None,,,,,,,,,,,,,0.012129609938710928,None,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder13.xlsx,3,0,3,3,6,0,2,2,2,,,,,,,,,,,,,,,,,,,3609.8194987000898,None,3609.8194987000898,None,3596.8192952000536,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder13.xlsx,3,0,3,3,6,0,5,5,5,,,,,,,,,,,,,,,,,,,3649.119910799898,None,3649.119910799898,None,3635.986254800111,3635.986254800111,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder13.xlsx,3,0,3,3,6,0,7,7,7,,,,,,,,,,,,,,,,,,,3675.319983900059,None,3675.319983900059,None,3662.1198113001883,None,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder13.xlsx,3,0,3,3,6,0,11,11,11,,,,,,,,,,,,,,,,,,,3727.670440299902,None,3727.670440299902,None,3714.4702105000615,3714.4702105000615,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder13.xlsx,3,0,3,3,6,0,14,14,14,,,,,,,,,,,,,,,,,,,3766.820658800192,None,3766.820658800192,None,3753.670513600111,3753.670513600111,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
stimuli/orders/stimOrder13.xlsx,3,0,3,3,6,0,19,19,19,,,,,,,,,,,,,,,,,,,3832.62115170015,None,3832.62115170015,None,3819.4710226999596,3819.4710226999596,,,,,,,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_16_1247,bodysite,2020.2.5,60.016660695976555,"['Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Chest', 'Left Arm', 'Left Face']",
